PP,C,Condition,timestamp,HR,RMSSD,SCL,,,,,
PP4,2,I,20120925T143500000,999,999,890.363121,,,,,
PP4,2,I,20120925T143600000,999,999,929.98661,,,,,
PP4,2,I,20120925T143700000,999,999,946.622562,,,,,
PP4,2,I,20120925T143800000,999,999,977.900422,,,,,
PP4,2,I,20120925T143900000,999,999,998.140778,,,,,
PP4,2,I,20120925T144000000,999,999,999,,added,,,
PP4,2,I,20120925T144100000,999,999,999,,added,,,
PP4,2,I,20120925T144200000,999,999,999,,added,,,
PP4,2,I,20120925T144300000,999,999,999,,added,,,
PP4,2,I,20120925T144400000,999,999,999,,added,,,
PP4,2,I,20120925T144500000,999,999,999,,added,,,
PP4,2,I,20120925T144600000,999,999,999,,added,,,
PP4,2,I,20120925T144700000,999,999,999,,added,,,
PP4,2,I,20120925T144800000,999,999,999,,added,,,
PP4,2,I,20120925T144900000,999,999,999,,added,,,
PP4,2,I,20120925T145000000,999,999,999,,added,,,
PP4,2,I,20120925T145100000,999,999,999,,added,,,
PP4,2,I,20120925T145200000,999,999,999,,added,,,
PP4,2,I,20120925T145300000,999,999,999,,added,,,
PP4,2,I,20120925T145400000,999,999,999,,added,,,
PP4,2,I,20120925T145500000,999,999,999,,added,,,
PP4,2,I,20120925T145600000,999,999,999,,added,,,
PP4,2,I,20120925T145700000,999,999,999,,added,,,
PP4,2,I,20120925T145800000,999,999,999,,added,,,
PP4,2,I,20120925T145900000,999,999,999,,added,,,
PP4,2,I,20120925T150000000,999,999,999,,added,,,
PP4,2,I,20120925T150100000,999,999,999,,added,,,
PP4,2,I,20120925T150200000,999,999,999,,added,,,
PP4,2,I,20120925T150300000,999,999,999,,added,,,
PP4,2,I,20120925T150400000,999,999,999,,added,,,
PP4,2,I,20120925T150500000,999,999,999,,added,,,
PP4,2,I,20120925T150600000,999,999,999,,added,,,
PP4,2,I,20120925T150700000,999,999,999,,added,,,
PP4,3,R,20120925T152300000,999,999,999,,added,,,
PP4,3,R,20120925T152400000,999,999,999,,added,,,
PP4,3,R,20120925T152500000,999,999,125.844178,,,,,
PP4,3,R,20120925T152600000,999,999,142.447401,,,,,
PP4,3,R,20120925T152700000,999,999,154.88784,,,,,
PP4,3,R,20120925T152800000,999,999,171.662726,,,,,
PP4,3,T,20120925T153300000,999,999,127.029998,,,,,
PP4,3,T,20120925T153400000,999,999,133.264894,,,,,
PP4,3,T,20120925T153500000,999,999,140.486361,,,,,
PP4,3,T,20120925T153600000,61,0.121652,158.341077,,,,,
PP4,3,T,20120925T153700000,59,0.089963,176.801976,,,,,
PP4,3,T,20120925T153800000,999,999,188.434787,,,,,
PP4,3,T,20120925T153900000,999,999,197.918798,,,,,
PP4,3,T,20120925T154000000,999,999,204.943209,,,,,
PP4,3,T,20120925T154100000,999,999,209.644181,,,,,
PP4,3,T,20120925T154200000,999,999,209.318366,,,,,
PP4,3,T,20120925T154300000,999,999,212.549482,,,,,
PP4,3,T,20120925T154400000,999,999,217.26603,,,,,
PP4,3,T,20120925T154500000,999,999,221.776086,,,,,
PP4,3,T,20120925T154600000,999,999,220.391918,,,,,
PP4,3,T,20120925T154700000,999,999,216.069464,,,,,
PP4,3,T,20120925T154800000,999,999,209.027288,,,,,
PP4,3,T,20120925T154900000,999,999,211.26926,,,,,
PP4,3,T,20120925T155000000,999,999,205.768585,,,,,
PP4,3,T,20120925T155100000,999,999,216.240025,,,,,
PP4,3,T,20120925T155200000,999,999,226.119943,,,,,
PP4,3,T,20120925T155300000,999,999,231.409299,,,,,
PP4,3,T,20120925T155400000,999,999,228.576233,,,,,
PP4,3,T,20120925T155500000,58,0.19452,221.169894,,,,,
PP4,3,T,20120925T155600000,61,0.147784,221.523205,,,,,
PP4,3,T,20120925T155700000,999,999,221.723529,,,,,
PP4,3,T,20120925T155800000,999,999,216.616365,,,,,
PP4,3,T,20120925T155900000,999,999,209.865046,,,,,
PP5,1,R,20120926T092700000,999,999,83.441157,,,,,
PP5,1,R,20120926T092800000,77,0.03842,94.800228,,,,,
PP5,1,R,20120926T092900000,76,0.103118,94.900705,,,,,
PP5,1,R,20120926T093000000,999,999,100.705239,,,,,
PP5,1,R,20120926T093100000,80,0.096862,99.571368,,,,,
PP5,1,R,20120926T093200000,79,0.068795,95.008606,,,,,
PP5,1,N,20120926T093700000,75,0.056179,75.892247,,,,,
PP5,1,N,20120926T093800000,77,0.04458,84.424249,,,,,
PP5,1,N,20120926T093900000,73,0.049949,86.532875,,,,,
PP5,1,N,20120926T094000000,74,0.047436,87.111179,,,,,
PP5,1,N,20120926T094100000,70,0.064416,94.094843,,,,,
PP5,1,N,20120926T094200000,77,0.046129,102.268859,,,,,
PP5,1,N,20120926T094300000,75,0.04434,107.209795,,,,,
PP5,1,N,20120926T094400000,999,999,99.365034,,,,,
PP5,1,N,20120926T094500000,77,0.057932,84.26718,,,,,
PP5,1,N,20120926T094600000,74,0.037546,89.783206,,,,,
PP5,1,N,20120926T094700000,75,0.065787,94.41183,,,,,
PP5,1,N,20120926T094800000,999,999,82.542043,,,,,
PP5,1,N,20120926T094900000,75,0.043185,88.494953,,,,,
PP5,1,N,20120926T095000000,78,0.040267,92.881225,,,,,
PP5,1,N,20120926T095100000,77,0.071964,92.419752,,,,,
PP5,1,N,20120926T095200000,78,0.077769,90.148782,,,,,
PP5,1,N,20120926T095300000,77,0.052979,94.085271,,,,,
PP5,1,N,20120926T095400000,72,0.041117,96.368037,,,,,
PP5,1,N,20120926T095500000,79,0.038864,101.840783,,,,,
PP5,1,N,20120926T095600000,79,0.049155,99.626071,,,,,
PP5,1,N,20120926T095700000,79,0.059951,93.348698,,,,,
PP5,1,N,20120926T095800000,75,0.048136,92.281111,,,,,
PP5,1,N,20120926T095900000,76,0.036122,95.512037,,,,,
PP5,1,N,20120926T100000000,999,999,91.042011,,,,,
PP5,1,N,20120926T100100000,999,999,91.794664,,,,,
PP5,1,N,20120926T100200000,999,999,97.185195,,,,,
PP5,1,N,20120926T100300000,999,999,100.042416,,,,,
PP5,1,N,20120926T100400000,999,999,96.886919,,,,,
PP5,1,N,20120926T100500000,74,0.041927,98.442781,,,,,
PP5,1,N,20120926T100600000,999,999,100.952766,,,,,
PP5,1,N,20120926T100700000,999,999,94.344118,,,,,
PP5,1,N,20120926T100800000,999,999,89.194906,,,,,
PP5,1,N,20120926T100900000,74,0.123411,92.151124,,,,,
PP5,1,N,20120926T101000000,999,999,97.675222,,,,,
PP5,1,N,20120926T101100000,999,999,100.729186,,,,,
PP5,1,N,20120926T101200000,999,999,94.131055,,,,,
PP5,1,N,20120926T101300000,999,999,93.666732,,,,,
PP5,1,N,20120926T101400000,999,999,93.77966,,,,,
PP5,1,N,20120926T101500000,999,999,94.972965,,,,,
PP5,1,N,20120926T101600000,72,0.110142,90.028871,,,,,
PP5,2,R,20120926T103100000,62,0.095363,90.152657,,,,,
PP5,2,R,20120926T103200000,62,0.082132,90.8908,,,,,
PP5,2,R,20120926T103300000,61,0.062472,92.347897,,,,,
PP5,2,R,20120926T103400000,67,0.059219,90.945711,,,,,
PP5,2,R,20120926T103500000,65,0.081511,90.853877,,,,,
PP5,2,R,20120926T103600000,62,0.063927,91.433896,,,,,
PP5,2,T,20120926T103900000,67,0.052305,82.418458,,,,,
PP5,2,T,20120926T104000000,68,0.054058,83.873072,,,,,
PP5,2,T,20120926T104100000,999,999,83.935981,,,,,
PP5,2,T,20120926T104200000,999,999,90.202961,,,,,
PP5,2,T,20120926T104300000,999,999,90.640252,,,,,
PP5,2,T,20120926T104400000,999,999,95.097093,,,,,
PP5,2,T,20120926T104500000,999,999,95.848485,,,,,
PP5,2,T,20120926T104600000,999,999,92.597624,,,,,
PP5,2,T,20120926T104700000,999,999,90.659353,,,,,
PP5,2,T,20120926T104800000,999,999,88.062721,,,,,
PP5,2,T,20120926T104900000,999,999,86.519335,,,,,
PP5,2,T,20120926T105000000,999,999,89.6301,,,,,
PP5,2,T,20120926T105100000,999,999,89.130667,,,,,
PP5,2,T,20120926T105200000,999,999,93.347815,,,,,
PP5,2,T,20120926T105300000,999,999,90.164202,,,,,
PP5,2,T,20120926T105400000,999,999,88.448877,,,,,
PP5,2,T,20120926T105500000,999,999,89.470306,,,,,
PP5,2,T,20120926T105600000,999,999,999,,added,,,
PP5,2,T,20120926T105700000,999,999,999,,added,,,
PP5,2,T,20120926T105800000,999,999,999,,added,,,
PP5,2,T,20120926T105900000,999,999,999,,added,,,
PP5,2,T,20120926T110000000,999,999,999,,added,,,
PP5,2,T,20120926T110100000,999,999,999,,added,,,
PP5,2,T,20120926T110200000,999,999,999,,added,,,
PP5,2,T,20120926T110300000,999,999,999,,added,,,
PP5,2,T,20120926T110400000,999,999,999,,added,,,
PP5,2,T,20120926T110500000,999,999,999,,added,,,
PP5,3,R,20120926T111800000,999,999,87.693018,,,,,
PP5,3,R,20120926T111900000,999,999,90.69539,,,,,
PP5,3,R,20120926T112000000,999,999,92.233644,,,,,
PP5,3,R,20120926T112100000,999,999,93.478841,,,,,
PP5,3,R,20120926T112200000,999,999,92.493674,,,,,
PP5,3,R,20120926T112300000,999,999,93.016685,,,,,
PP5,3,I,20120926T112600000,999,999,86.505692,,,,,
PP5,3,I,20120926T112700000,65,0.043201,91.141181,,,,,
PP5,3,I,20120926T112800000,68,0.061084,94.150347,,,,,
PP5,3,I,20120926T112900000,72,0.065924,90.490132,,,,,
PP5,3,I,20120926T113000000,999,999,92.938155,,,,,
PP5,3,I,20120926T113100000,999,999,95.117621,,,,,
PP5,3,I,20120926T113200000,999,999,93.364218,,,,,
PP5,3,I,20120926T113300000,999,999,88.248609,,,,,
PP5,3,I,20120926T113400000,999,999,88.635652,,,,,
PP5,3,I,20120926T113500000,999,999,89.32844,,,,,
PP5,3,I,20120926T113600000,999,999,89.468644,,,,,
PP5,3,I,20120926T113700000,999,999,90.105763,,,,,
PP5,3,I,20120926T113800000,80,0.096635,88.702193,,,,,
PP5,3,I,20120926T113900000,69,0.048663,86.94053,,,,,
PP5,3,I,20120926T114000000,71,0.055854,88.084052,,,,,
PP5,3,I,20120926T114100000,999,999,87.879895,,,,,
PP5,3,I,20120926T114200000,999,999,96.923664,,,,,
PP5,3,I,20120926T114300000,67,0.109314,95.833962,,,,,
PP5,3,I,20120926T114400000,999,999,96.671475,,,,,
PP5,3,I,20120926T114500000,999,999,98.410777,,,,,
PP5,3,I,20120926T114600000,67,0.122153,96.962119,,,,,
PP5,3,I,20120926T114700000,999,999,97.896705,,,,,
PP5,3,I,20120926T114800000,999,999,97.919209,,,,,
PP5,3,I,20120926T114900000,999,999,102.103929,,,,,
PP5,3,I,20120926T115000000,999,999,90.040042,,,,,
PP5,3,I,20120926T115100000,67,0.058086,91.134873,,,,,
PP5,3,I,20120926T115200000,68,0.059981,94.756426,,,,,
PP5,3,I,20120926T115300000,70,0.049161,93.968277,,,,,
PP5,3,I,20120926T115400000,66,0.059644,87.286603,,,,,
PP5,3,I,20120926T115500000,67,0.062513,92.534366,,,,,
PP5,3,I,20120926T115600000,63,0.066721,92.923889,,,,,
PP5,3,I,20120926T115700000,66,0.058178,92.852346,,,,,
PP5,3,I,20120926T115800000,67,0.055187,92.103566,,,,,
PP5,3,I,20120926T115900000,67,0.054409,91.403568,,,,,
PP5,3,I,20120926T120000000,70,0.06056,90.458551,,,,,
PP5,3,I,20120926T120100000,73,0.049943,87.968723,,,,,
PP5,3,I,20120926T120200000,999,999,86.881518,,,,,
PP5,3,I,20120926T120300000,999,999,89.536538,,,,,
PP5,3,I,20120926T120400000,999,999,90.897609,,,,,
PP5,3,I,20120926T120500000,999,999,90.632396,,,,,
PP6,1,R,20121001T141400000,65,0.057803,112.407702,,,,,
PP6,1,R,20121001T141500000,68,0.055835,116.328648,,,,,
PP6,1,R,20121001T141600000,67,0.033866,84.36214,,,,,
PP6,1,R,20121001T141700000,67,0.038827,119.129615,,,,,
PP6,1,R,20121001T141800000,68,0.049125,117.487128,,,,,
PP6,1,R,20121001T141900000,64,0.075061,100.859558,,,,,
PP6,1,N,20121001T142300000,65,0.065543,80.812455,,,,,
PP6,1,N,20121001T142400000,68,0.052942,92.526292,,,,,
PP6,1,N,20121001T142500000,65,0.069763,105.611058,,,,,
PP6,1,N,20121001T142600000,70,0.049614,123.859671,,,,,
PP6,1,N,20121001T142700000,64,0.056302,68.836633,,,,,
PP6,1,N,20121001T142800000,68,0.065196,79.346202,,,,,
PP6,1,N,20121001T142900000,65,0.053918,92.893509,,,,,
PP6,1,N,20121001T143000000,65,0.061061,93.127388,,,,,
PP6,1,N,20121001T143100000,65,0.069392,78.263616,,,,,
PP6,1,N,20121001T143200000,999,999,78.714769,,,,,
PP6,1,N,20121001T143300000,71,0.080205,77.513818,,,,,
PP6,1,N,20121001T143400000,68,0.117961,93.723245,,,,,
PP6,1,N,20121001T143500000,69,0.038525,88.900364,,,,,
PP6,1,N,20121001T143600000,68,0.051815,80.305134,,,,,
PP6,1,N,20121001T143700000,73,0.036736,96.07382,,,,,
PP6,1,N,20121001T143800000,65,0.050299,89.063533,,,,,
PP6,1,N,20121001T143900000,67,0.046603,98.904253,,,,,
PP6,1,N,20121001T144000000,999,999,103.374111,,,,,
PP6,1,N,20121001T144100000,999,999,92.9788,,,,,
PP6,1,N,20121001T144200000,999,999,101.12413,,,,,
PP6,1,N,20121001T144300000,66,0.041557,113.770348,,,,,
PP6,1,N,20121001T144400000,999,999,128.693934,,,,,
PP6,1,N,20121001T144500000,999,999,105.744371,,,,,
PP6,1,N,20121001T144600000,999,999,80.428105,,,,,
PP6,1,N,20121001T144700000,999,999,91.675717,,,,,
PP6,1,N,20121001T144800000,999,999,81.557551,,,,,
PP6,1,N,20121001T144900000,999,999,83.155976,,,,,
PP6,1,N,20121001T145000000,999,999,84.96599,,,,,
PP6,1,N,20121001T145100000,999,999,83.266695,,,,,
PP6,1,N,20121001T145200000,999,999,81.650909,,,,,
PP6,1,N,20121001T145300000,999,999,95.52562,,,,,
PP6,1,N,20121001T145400000,999,999,88.166957,,,,,
PP6,1,N,20121001T145500000,999,999,84.270667,,,,,
PP6,1,N,20121001T145600000,999,999,81.569816,,,,,
PP6,1,N,20121001T145700000,61,0.097705,79.700754,,,,,
PP6,1,N,20121001T145800000,999,999,86.017436,,,,,
PP6,1,N,20121001T145900000,69,0.122023,69.223335,,,,,
PP6,1,N,20121001T150000000,70,0.032908,81.928113,,,,,
PP6,1,N,20121001T150100000,65,0.053557,92.752576,,,,,
PP6,1,N,20121001T150200000,65,0.051766,100.799727,,,,,
PP6,1,N,20121001T150300000,66,0.048691,99.658199,,,,,
PP6,1,N,20121001T150400000,999,999,999,,added,,,
PP6,2,R,20121001T151900000,999,999,97.596123,,,,,
PP6,2,R,20121001T152000000,63,0.096085,104.505126,,,,,
PP6,2,R,20121001T152100000,999,999,100.037753,,,,,
PP6,2,R,20121001T152200000,65,0.109975,84.270083,,,,,
PP6,2,R,20121001T152300000,999,999,87.19446,,,,,
PP6,2,R,20121001T152400000,59,0.054199,90.644423,,,,,
PP6,2,I,20121001T152600000,999,999,80.910507,,,,,
PP6,2,I,20121001T152700000,61,0.101707,76.087774,,,,,
PP6,2,I,20121001T152800000,60,0.099839,92.785614,,,,,
PP6,2,I,20121001T152900000,63,0.081798,94.529297,,,,,
PP6,2,I,20121001T153000000,999,999,104.817616,,,,,
PP6,2,I,20121001T153100000,62,0.096348,103.406948,,,,,
PP6,2,I,20121001T153200000,999,999,101.409903,,,,,
PP6,2,I,20121001T153300000,70,0.058878,97.478066,,,,,
PP6,2,I,20121001T153400000,67,0.081391,103.914843,,,,,
PP6,2,I,20121001T153500000,63,0.069097,99.452808,,,,,
PP6,2,I,20121001T153600000,63,0.081967,92.450467,,,,,
PP6,2,I,20121001T153700000,68,0.109804,117.19222,,,,,
PP6,2,I,20121001T153800000,57,0.10874,113.113268,,,,,
PP6,2,I,20121001T153900000,999,999,100.09205,,,,,
PP6,2,I,20121001T154000000,60,0.082249,100.963635,,,,,
PP6,2,I,20121001T154100000,61,0.07351,93.518794,,,,,
PP6,2,I,20121001T154200000,65,0.103112,118.163525,,,,,
PP6,2,I,20121001T154300000,999,999,103.364078,,,,,
PP6,2,I,20121001T154400000,65,0.073584,103.267032,,,,,
PP6,2,I,20121001T154500000,999,999,98.487898,,,,,
PP6,2,I,20121001T154600000,60,0.117253,101.178025,,,,,
PP6,2,I,20121001T154700000,58,0.099255,110.48781,,,,,
PP6,2,I,20121001T154800000,999,999,112.652517,,,,,
PP6,2,I,20121001T154900000,61,0.084634,106.107655,,,,,
PP6,2,I,20121001T155000000,999,999,108.361887,,,,,
PP6,2,I,20121001T155100000,65,0.057173,102.219191,,,,,
PP6,2,I,20121001T155200000,65,0.06093,117.665313,,,,,
PP6,2,I,20121001T155300000,61,0.094888,105.581208,,,,,
PP6,2,I,20121001T155400000,999,999,102.583164,,,,,
PP6,2,I,20121001T155500000,999,999,100.456408,,,,,
PP6,2,I,20121001T155600000,64,0.07705,104.147409,,,,,
PP6,2,I,20121001T155700000,65,0.084365,95.110372,,,,,
PP6,2,I,20121001T155800000,62,0.09881,100.520854,,,,,
PP6,2,I,20121001T155900000,61,0.092962,90.957326,,,,,
PP6,2,I,20121001T160000000,60,0.105746,98.054028,,,,,
PP6,2,I,20121001T160100000,999,999,98.421396,,,,,
PP6,2,I,20121001T160200000,63,0.067306,89.2297,,,,,
PP6,2,I,20121001T160300000,999,999,95.334026,,,,,
PP6,2,I,20121001T160400000,59,0.077742,90.668453,,,,,
PP6,2,I,20121001T160500000,64,0.072794,96.434338,,,,,
PP6,3,R,20121001T161900000,999,999,98.580693,,,,,
PP6,3,R,20121001T162000000,999,999,108.282561,,,,,
PP6,3,R,20121001T162100000,57,0.085968,110.831872,,,,,
PP6,3,R,20121001T162200000,999,999,127.856128,,,,,
PP6,3,R,20121001T162300000,999,999,139.351858,,,,,
PP6,3,R,20121001T162400000,999,999,96.450023,,,,,
PP6,3,T,20121001T162700000,61,0.074137,109.634178,,,,,
PP6,3,T,20121001T162800000,60,0.095576,119.029681,,,,,
PP6,3,T,20121001T162900000,62,0.132376,108.645859,,,,,
PP6,3,T,20121001T163000000,61,0.081693,105.472008,,,,,
PP6,3,T,20121001T163100000,62,0.084474,107.005863,,,,,
PP6,3,T,20121001T163200000,59,0.100127,101.487042,,,,,
PP6,3,T,20121001T163300000,60,0.091655,104.018889,,,,,
PP6,3,T,20121001T163400000,62,0.078929,118.073435,,,,,
PP6,3,T,20121001T163500000,999,999,106.133114,,,,,
PP6,3,T,20121001T163600000,999,999,84.438904,,,,,
PP6,3,T,20121001T163700000,999,999,99.092378,,,,,
PP6,3,T,20121001T163800000,999,999,104.455898,,,,,
PP6,3,T,20121001T163900000,60,0.083071,111.725807,,,,,
PP6,3,T,20121001T164000000,61,0.176343,118.938893,,,,,
PP6,3,T,20121001T164100000,59,0.078385,110.556752,,,,,
PP6,3,T,20121001T164200000,62,0.086669,109.839425,,,,,
PP6,3,T,20121001T164300000,62,0.190492,99.448348,,,,,
PP6,3,T,20121001T164400000,58,0.121922,105.129041,,,,,
PP6,3,T,20121001T164500000,65,0.215398,106.308997,,,,,
PP6,3,T,20121001T164600000,999,999,108.420203,,,,,
PP6,3,T,20121001T164700000,65,0.064297,104.057374,,,,,
PP6,3,T,20121001T164800000,59,0.055611,95.288178,,,,,
PP6,3,T,20121001T164900000,64,0.057338,99.40144,,,,,
PP6,3,T,20121001T165000000,65,0.070206,103.249639,,,,,
PP6,3,T,20121001T165100000,999,999,87.540241,,,,,
PP6,3,T,20121001T165200000,999,999,89.438185,,,,,
PP7,1,R,20121002T132300000,68,0.045862,180.893515,,,,,
PP7,1,R,20121002T132400000,71,0.029806,199.169088,,,,,
PP7,1,R,20121002T132500000,72,0.055974,241.73843,,,,,
PP7,1,R,20121002T132600000,70,0.022091,235.155884,,,,,
PP7,1,R,20121002T132700000,72,0.025884,245.784042,,,,,
PP7,1,R,20121002T132800000,73,0.029032,267.879432,,,,,
PP7,1,N,20121002T133100000,70,0.060906,172.629347,,,,,
PP7,1,N,20121002T133200000,77,0.032799,167.200371,,,,,
PP7,1,N,20121002T133300000,73,0.034216,139.502605,,,,,
PP7,1,N,20121002T133400000,74,0.033504,230.101232,,,,,
PP7,1,N,20121002T133500000,74,0.036519,229.154371,,,,,
PP7,1,N,20121002T133600000,75,0.041559,209.773069,,,,,
PP7,1,N,20121002T133700000,73,0.076903,254.569056,,,,,
PP7,1,N,20121002T133800000,81,0.024181,175.044571,,,,,
PP7,1,N,20121002T133900000,80,0.021843,153.354056,,,,,
PP7,1,N,20121002T134000000,78,0.042002,147.553765,,,,,
PP7,1,N,20121002T134100000,78,0.035388,143.164389,,,,,
PP7,1,N,20121002T134200000,76,0.058327,151.391771,,,,,
PP7,1,N,20121002T134300000,77,0.027916,144.043742,,,,,
PP7,1,N,20121002T134400000,80,0.039038,146.629641,,,,,
PP7,1,N,20121002T134500000,77,0.052471,143.394619,,,,,
PP7,1,N,20121002T134600000,78,0.045079,190.167722,,,,,
PP7,1,N,20121002T134700000,76,0.048236,143.369091,,,,,
PP7,1,N,20121002T134800000,78,0.053846,165.22899,,,,,
PP7,1,N,20121002T134900000,76,0.054342,174.489208,,,,,
PP7,1,N,20121002T135000000,72,0.059919,206.599734,,,,,
PP7,1,N,20121002T135100000,999,999,999,,added,,,
PP7,1,N,20121002T135200000,999,999,999,,added,,,
PP7,1,N,20121002T135300000,999,999,999,,added,,,
PP7,1,N,20121002T135400000,999,999,999,,added,,,
PP7,1,N,20121002T135500000,999,999,999,,added,,,
PP7,1,N,20121002T135600000,999,999,999,,added,,,
PP7,1,N,20121002T135700000,999,999,999,,added,,,
PP7,1,N,20121002T135800000,999,999,999,,added,,,
PP7,1,N,20121002T135900000,999,999,999,,added,,,
PP7,1,N,20121002T140000000,999,999,999,,added,,,
PP7,1,N,20121002T140100000,999,999,999,,added,,,
PP7,1,N,20121002T140200000,999,999,999,,added,,,
PP7,1,N,20121002T140300000,999,999,999,,added,,,
PP7,1,N,20121002T140400000,999,999,999,,added,,,
PP7,1,N,20121002T140500000,999,999,999,,added,,,
PP7,1,N,20121002T140600000,999,999,999,,added,,,
PP7,1,N,20121002T140700000,999,999,999,,added,,,
PP7,1,N,20121002T140800000,999,999,999,,added,,,
PP7,1,N,20121002T140900000,999,999,999,,added,,,
PP7,1,N,20121002T141000000,999,999,999,,added,,,
PP7,1,N,20121002T141100000,999,999,999,,added,,,
PP7,1,N,20121002T141200000,999,999,999,,added,,,
PP7,2,R,20121002T142700000,57,0.086539,230.327225,,,,,
PP7,2,R,20121002T142800000,60,0.070652,210.559574,,,,,
PP7,2,R,20121002T142900000,62,0.050732,202.401428,,,,,
PP7,2,R,20121002T143000000,63,0.045134,228.300314,,,,,
PP7,2,R,20121002T143100000,65,0.033697,247.308051,,,,,
PP7,2,R,20121002T143200000,67,0.035168,260.209005,,,,,
PP7,2,T,20121002T143500000,71,0.046735,141.850117,,,,,
PP7,2,T,20121002T143600000,71,0.033747,153.14615,,,,,
PP7,2,T,20121002T143700000,72,0.039214,146.494673,,,,,
PP7,2,T,20121002T143800000,72,0.033717,145.58647,,,,,
PP7,2,T,20121002T143900000,74,0.042529,137.987973,,,,,
PP7,2,T,20121002T144000000,76,0.03063,143.183859,,,,,
PP7,2,T,20121002T144100000,75,0.053613,147.424062,,,,,
PP7,2,T,20121002T144200000,999,999,146.264906,,,,,
PP7,2,T,20121002T144300000,75,0.028202,145.564114,,,,,
PP7,2,T,20121002T144400000,79,0.036399,138.09206,,,,,
PP7,2,T,20121002T144500000,74,0.04341,138.137092,,,,,
PP7,2,T,20121002T144600000,73,0.038867,135.860535,,,,,
PP7,2,T,20121002T144700000,77,0.043543,137.852466,,,,,
PP7,2,T,20121002T144800000,73,0.040599,147.095186,,,,,
PP7,2,T,20121002T144900000,74,0.033882,155.398657,,,,,
PP7,2,T,20121002T145000000,76,0.036365,154.227272,,,,,
PP7,2,T,20121002T145100000,999,999,148.305812,,,,,
PP7,2,T,20121002T145200000,76,0.039298,159.858452,,,,,
PP7,2,T,20121002T145300000,75,0.04753,140.958442,,,,,
PP7,2,T,20121002T145400000,78,0.027886,144.429726,,,,,
PP7,2,T,20121002T145500000,82,0.041894,142.139347,,,,,
PP7,2,T,20121002T145600000,76,0.045151,136.764875,,,,,
PP7,2,T,20121002T145700000,79,0.044958,153.454322,,,,,
PP7,2,T,20121002T145800000,72,0.038573,154.063938,,,,,
PP7,2,T,20121002T145900000,76,0.040799,165.558778,,,,,
PP7,2,T,20121002T150000000,75,0.0359,164.475479,,,,,
PP7,2,T,20121002T150100000,81,0.025586,161.73909,,,,,
PP7,3,R,20121002T151300000,999,999,193.042616,,,,,
PP7,3,R,20121002T151400000,999,999,202.170637,,,,,
PP7,3,R,20121002T151500000,999,999,226.093681,,,,,
PP7,3,R,20121002T151600000,999,999,232.677413,,,,,
PP7,3,R,20121002T151700000,999,999,212.694514,,,,,
PP7,3,R,20121002T151800000,62,0.069325,198.948198,,,,,
PP7,3,I,20121002T152100000,66,0.06171,198.4936,,,,,
PP7,3,I,20121002T152200000,66,0.088173,314.72165,,,,,
PP7,3,I,20121002T152300000,67,0.068514,235.184588,,,,,
PP7,3,I,20121002T152400000,71,0.041661,418.417804,,,,,
PP7,3,I,20121002T152500000,68,0.046237,223.889218,,,,,
PP7,3,I,20121002T152600000,67,0.044445,202.735554,,,,,
PP7,3,I,20121002T152700000,68,0.052102,179.099439,,,,,
PP7,3,I,20121002T152800000,999,999,191.181561,,,,,
PP7,3,I,20121002T152900000,72,0.035292,174.266357,,,,,
PP7,3,I,20121002T153000000,72,0.053412,160.059119,,,,,
PP7,3,I,20121002T153100000,72,0.036475,163.065518,,,,,
PP7,3,I,20121002T153200000,72,0.04367,179.866894,,,,,
PP7,3,I,20121002T153300000,70,0.045175,177.755469,,,,,
PP7,3,I,20121002T153400000,75,0.036612,175.705588,,,,,
PP7,3,I,20121002T153500000,72,0.032848,146.248833,,,,,
PP7,3,I,20121002T153600000,69,0.040263,148.150252,,,,,
PP7,3,I,20121002T153700000,74,0.045684,154.919078,,,,,
PP7,3,I,20121002T153800000,69,0.057498,163.643238,,,,,
PP7,3,I,20121002T153900000,72,0.040385,219.056481,,,,,
PP7,3,I,20121002T154000000,70,0.050752,199.233978,,,,,
PP7,3,I,20121002T154100000,68,0.049196,141.147816,,,,,
PP7,3,I,20121002T154200000,71,0.041272,140.758095,,,,,
PP7,3,I,20121002T154300000,69,0.046331,154.044682,,,,,
PP7,3,I,20121002T154400000,66,0.036389,172.889564,,,,,
PP7,3,I,20121002T154500000,69,0.035644,191.705321,,,,,
PP7,3,I,20121002T154600000,71,0.042604,157.726592,,,,,
PP7,3,I,20121002T154700000,71,0.044464,161.589938,,,,,
PP7,3,I,20121002T154800000,69,0.041939,149.910179,,,,,
PP7,3,I,20121002T154900000,71,0.038636,161.349688,,,,,
PP7,3,I,20121002T155000000,70,0.098124,176.648618,,,,,
PP7,3,I,20121002T155100000,67,0.061749,194.782464,,,,,
PP7,3,I,20121002T155200000,68,0.046197,152.916796,,,,,
PP7,3,I,20121002T155300000,69,0.049788,159.229387,,,,,
PP7,3,I,20121002T155400000,74,0.039104,161.629015,,,,,
PP7,3,I,20121002T155500000,67,0.049227,158.479041,,,,,
PP7,3,I,20121002T155600000,72,0.046435,145.898737,,,,,
PP7,3,I,20121002T155700000,71,0.062377,159.309574,,,,,
PP7,3,I,20121002T155800000,70,0.036604,157.3843,,,,,
PP7,3,I,20121002T155900000,69,0.050163,150.521946,,,,,
PP7,3,I,20121002T160000000,72,0.096902,166.444968,,,,,
PP7,3,I,20121002T160100000,69,0.038895,179.876516,,,,,
PP7,3,I,20121002T160200000,71,0.059589,165.158533,,,,,
